Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
1337,Support Request,Implemented,No ,Chat,2024-10-11,769
1338,Feedback,Unresolved,No ,Chat,2024-10-15,2905
1339,Support Request,Implemented,No ,Chat,2024-10-14,3812
1340,Complaint,Resolved,No ,Chat,2024-10-22,5200
1341,Complaint,Unresolved,Yes,Phone,2024-10-17,7807
1342,Complaint,Unresolved,Yes,Phone,2024-10-17,4461
1343,Support Request,Implemented,Yes,Email,2024-10-04,2178
1344,Complaint,Unresolved,Yes,Email,2024-10-26,1493
1345,Complaint,Implemented,No ,Phone,2024-10-29,1750
1346,Complaint,Resolved,Yes,Email,2024-10-26,6806
1347,Feedback,Pending,Yes,Chat,2024-10-14,10767
1348,Complaint,Resolved,No ,Email,2024-11-01,7552
1349,Support Request,Pending,No ,Phone,2024-10-21,7042
1350,Complaint,Implemented,No ,Email,2024-11-01,9582
1351,Complaint,Unresolved,Yes,Chat,2024-10-27,6905
1352,Feedback,Resolved,No ,Phone,2024-10-04,5012
1353,Support Request,Unresolved,Yes,Email,2024-10-04,3908
1354,Feedback,Pending,Yes,Chat,2024-10-14,119
1355,Support Request,Unresolved,No ,Chat,2024-10-30,10633
1356,Complaint,Pending,Yes,Email,2024-11-01,5569
1357,Complaint,Pending,No ,Chat,2024-10-28,717
1358,Support Request,Implemented,No ,Email,2024-10-23,7053
1359,Complaint,Implemented,No ,Email,2024-10-29,8340
1360,Feedback,Implemented,No ,Phone,2024-10-08,7545
1361,Complaint,Unresolved,Yes,Chat,2024-10-29,3768
1362,Complaint,Pending,No ,Chat,2024-10-04,5334
1363,Complaint,Pending,No ,Chat,2024-11-02,1797
1364,Feedback,Implemented,No ,Chat,2024-11-01,9234
1365,Complaint,Resolved,No ,Chat,2024-10-19,792
1366,Complaint,Pending,No ,Phone,2024-10-30,6050
1367,Complaint,Pending,No ,Phone,2024-11-01,4148
1368,Complaint,Unresolved,No ,Chat,2024-10-26,5574
1369,Support Request,Implemented,Yes,Chat,2024-10-10,8657
1370,Feedback,Unresolved,No ,Email,2024-10-04,5047
1371,Complaint,Implemented,Yes,Email,2024-10-07,10828
1372,Complaint,Resolved,No ,Phone,2024-10-13,3775
1373,Feedback,Resolved,Yes,Chat,2024-10-22,10925
1374,Feedback,Implemented,No ,Phone,2024-10-06,9684
1375,Support Request,Unresolved,Yes,Email,2024-11-01,3706
1376,Feedback,Implemented,No ,Email,2024-10-21,10435
1377,Support Request,Resolved,No ,Chat,2024-10-11,3532
1378,Complaint,Resolved,No ,Phone,2024-10-20,3674
1379,Support Request,Resolved,No ,Email,2024-10-07,4680
1380,Complaint,Unresolved,Yes,Chat,2024-10-11,2679
1381,Support Request,Implemented,Yes,Chat,2024-10-19,9282
1382,Complaint,Implemented,No ,Email,2024-11-01,10982
1383,Feedback,Resolved,No ,Chat,2024-10-22,10274
1384,Complaint,Implemented,No ,Email,2024-10-22,6914
1385,Support Request,Pending,No ,Chat,2024-10-08,594
1386,Complaint,Pending,Yes,Phone,2024-10-24,1667
1387,Complaint,Unresolved,No ,Chat,2024-10-31,5671
1388,Support Request,Implemented,Yes,Phone,2024-10-20,1955
1389,Support Request,Implemented,Yes,Phone,2024-10-10,9122
1390,Complaint,Unresolved,No ,Phone,2024-10-27,6859
1391,Support Request,Implemented,No ,Chat,2024-10-28,1040
1392,Complaint,Unresolved,No ,Email,2024-10-07,10808
1393,Support Request,Resolved,Yes,Email,2024-10-31,2077
1394,Support Request,Implemented,Yes,Chat,2024-10-09,2638
1395,Feedback,Pending,No ,Phone,2024-10-22,3467
1396,Feedback,Pending,No ,Phone,2024-10-27,8190
1397,Support Request,Unresolved,Yes,Phone,2024-10-08,8021
1398,Feedback,Resolved,No ,Email,2024-10-09,1528
1399,Support Request,Pending,Yes,Email,2024-11-01,9698
1400,Complaint,Resolved,Yes,Phone,2024-10-04,10598
1401,Support Request,Implemented,No ,Chat,2024-10-22,2039
1402,Feedback,Implemented,Yes,Chat,2024-10-15,2803
1403,Support Request,Pending,No ,Email,2024-10-21,6010
1404,Feedback,Implemented,Yes,Email,2024-10-31,529
1405,Support Request,Implemented,No ,Phone,2024-10-17,10097
1406,Complaint,Resolved,No ,Chat,2024-10-08,266
1407,Feedback,Resolved,Yes,Phone,2024-10-18,7013
1408,Feedback,Unresolved,No ,Email,2024-10-08,5830
1409,Support Request,Implemented,Yes,Email,2024-10-11,1753
1410,Support Request,Implemented,No ,Phone,2024-10-06,4790
1411,Complaint,Pending,Yes,Phone,2024-10-25,6990
1412,Complaint,Unresolved,No ,Email,2024-10-29,257
1413,Complaint,Pending,No ,Phone,2024-10-21,1140
1414,Feedback,Pending,Yes,Phone,2024-10-27,269
1415,Feedback,Pending,No ,Email,2024-10-14,5180
1416,Complaint,Pending,No ,Phone,2024-10-26,1703
1417,Feedback,Implemented,Yes,Phone,2024-10-28,8637
1418,Complaint,Implemented,Yes,Email,2024-10-05,8303
1419,Support Request,Unresolved,Yes,Chat,2024-10-25,6045
1420,Complaint,Implemented,No ,Email,2024-10-13,228
1421,Feedback,Resolved,Yes,Phone,2024-10-10,5331
1422,Support Request,Unresolved,No ,Email,2024-10-15,7450
1423,Support Request,Unresolved,Yes,Email,2024-10-15,2400
1424,Support Request,Unresolved,No ,Email,2024-10-28,805
1425,Complaint,Resolved,No ,Email,2024-10-04,5417
1426,Feedback,Pending,No ,Chat,2024-10-09,9269
1427,Support Request,Resolved,Yes,Email,2024-10-26,207
1428,Complaint,Unresolved,Yes,Phone,2024-10-18,648
1429,Support Request,Resolved,No ,Phone,2024-10-08,6848
1430,Feedback,Pending,Yes,Chat,2024-10-19,2890
1431,Complaint,Implemented,Yes,Email,2024-10-09,8955
1432,Support Request,Implemented,Yes,Phone,2024-10-11,10414
1433,Feedback,Implemented,Yes,Chat,2024-10-07,7265
1434,Feedback,Pending,Yes,Phone,2024-10-26,7073
1435,Support Request,Unresolved,Yes,Chat,2024-10-27,7847
1436,Complaint,Resolved,No ,Phone,2024-10-19,9139
1437,Support Request,Implemented,Yes,Email,2024-10-08,10348
1438,Support Request,Implemented,Yes,Phone,2024-10-16,5353
1439,Feedback,Unresolved,No ,Chat,2024-10-29,2430
1440,Complaint,Pending,Yes,Email,2024-10-05,9474
1441,Feedback,Implemented,No ,Email,2024-10-07,7821
1442,Feedback,Implemented,No ,Phone,2024-10-24,9982
1443,Complaint,Implemented,Yes,Email,2024-10-25,4066
1444,Feedback,Pending,Yes,Chat,2024-10-15,645
1445,Feedback,Resolved,Yes,Chat,2024-11-01,7073
1446,Support Request,Resolved,No ,Chat,2024-10-31,2326
1447,Feedback,Unresolved,No ,Chat,2024-11-01,8582
1448,Feedback,Resolved,Yes,Email,2024-10-28,5068
1449,Complaint,Unresolved,Yes,Phone,2024-10-17,5995
1450,Feedback,Pending,No ,Chat,2024-10-30,8475
1451,Feedback,Implemented,No ,Chat,2024-10-31,8820
1452,Complaint,Pending,No ,Chat,2024-10-04,2570
1453,Support Request,Pending,Yes,Email,2024-10-30,2938
1454,Feedback,Implemented,Yes,Chat,2024-10-22,4089
1455,Feedback,Pending,Yes,Phone,2024-10-23,8329
1456,Support Request,Unresolved,No ,Chat,2024-10-04,5663
1457,Complaint,Resolved,No ,Email,2024-10-31,359
1458,Feedback,Implemented,No ,Chat,2024-10-16,3979
1459,Support Request,Resolved,No ,Phone,2024-10-21,4421
1460,Feedback,Unresolved,Yes,Email,2024-10-26,5872
1461,Feedback,Unresolved,No ,Phone,2024-10-07,3675
1462,Feedback,Unresolved,Yes,Chat,2024-10-16,2108
1463,Support Request,Implemented,Yes,Chat,2024-10-27,1417
1464,Complaint,Pending,Yes,Email,2024-10-29,4713
1465,Feedback,Unresolved,No ,Phone,2024-10-14,3490
1466,Complaint,Resolved,No ,Email,2024-10-14,5196
1467,Feedback,Implemented,Yes,Chat,2024-10-23,11
1468,Feedback,Unresolved,Yes,Phone,2024-10-19,2558
1469,Support Request,Unresolved,Yes,Phone,2024-10-29,1665
1470,Complaint,Implemented,No ,Email,2024-10-10,9417
1471,Complaint,Unresolved,No ,Phone,2024-10-20,4767
1472,Complaint,Unresolved,No ,Phone,2024-10-29,2652
1473,Support Request,Implemented,No ,Email,2024-10-18,9643
1474,Feedback,Implemented,No ,Chat,2024-10-05,4304
1475,Complaint,Implemented,No ,Email,2024-10-13,2998
1476,Complaint,Implemented,Yes,Phone,2024-10-05,89
1477,Support Request,Implemented,No ,Email,2024-11-01,3105
1478,Support Request,Pending,No ,Chat,2024-10-24,241
1479,Complaint,Resolved,No ,Chat,2024-10-27,7437
1480,Complaint,Unresolved,No ,Email,2024-10-05,3785
1481,Support Request,Unresolved,Yes,Chat,2024-10-29,1321
1482,Feedback,Implemented,Yes,Chat,2024-10-11,26
1483,Complaint,Resolved,No ,Chat,2024-10-26,7831
1484,Complaint,Unresolved,Yes,Phone,2024-10-17,9080
1485,Support Request,Unresolved,Yes,Phone,2024-10-29,7423
1486,Feedback,Implemented,Yes,Email,2024-10-25,1055
1487,Feedback,Implemented,No ,Phone,2024-10-07,6106
1488,Complaint,Pending,No ,Chat,2024-10-27,2270
1489,Complaint,Resolved,No ,Phone,2024-10-04,1082
1490,Support Request,Implemented,No ,Phone,2024-10-13,1421
1491,Support Request,Pending,Yes,Chat,2024-10-08,1826
1492,Support Request,Implemented,Yes,Chat,2024-10-20,8277
1493,Complaint,Pending,No ,Chat,2024-10-27,3833
1494,Complaint,Resolved,No ,Email,2024-10-14,4450
1495,Support Request,Resolved,No ,Email,2024-10-11,4077
1496,Feedback,Resolved,No ,Chat,2024-10-24,10811
1497,Feedback,Pending,No ,Chat,2024-10-17,989
1498,Feedback,Pending,Yes,Chat,2024-10-17,6197
1499,Support Request,Implemented,Yes,Phone,2024-10-21,3658
1500,Complaint,Pending,Yes,Email,2024-10-06,721
1501,Complaint,Implemented,Yes,Chat,2024-10-22,7901
1502,Complaint,Pending,Yes,Email,2024-10-17,8293
1503,Feedback,Unresolved,Yes,Email,2024-11-02,434
1504,Complaint,Implemented,No ,Chat,2024-10-12,7329
1505,Feedback,Resolved,Yes,Chat,2024-10-07,1436
1506,Complaint,Pending,No ,Chat,2024-10-16,9621
1507,Feedback,Unresolved,Yes,Email,2024-11-02,8275
1508,Support Request,Resolved,Yes,Email,2024-10-13,2101
1509,Feedback,Pending,No ,Chat,2024-10-10,8644
1510,Feedback,Implemented,Yes,Email,2024-10-20,339
1511,Support Request,Unresolved,Yes,Email,2024-10-27,10706
1512,Support Request,Pending,No ,Chat,2024-10-14,3172
1513,Complaint,Unresolved,No ,Chat,2024-10-10,1941
1514,Support Request,Resolved,No ,Phone,2024-10-23,7551
1515,Complaint,Implemented,No ,Email,2024-10-26,2140
1516,Support Request,Unresolved,Yes,Email,2024-11-02,2409
1517,Support Request,Unresolved,No ,Phone,2024-10-15,9975
1518,Complaint,Implemented,Yes,Phone,2024-10-09,2415
1519,Support Request,Implemented,Yes,Chat,2024-10-06,6831
1520,Complaint,Resolved,No ,Email,2024-10-26,5908
1521,Complaint,Implemented,No ,Phone,2024-10-19,2991
1522,Support Request,Resolved,No ,Email,2024-10-12,1923
1523,Complaint,Resolved,No ,Email,2024-10-29,3126
1524,Support Request,Implemented,No ,Phone,2024-10-18,7083
1525,Support Request,Unresolved,Yes,Chat,2024-10-04,5498
1526,Complaint,Resolved,Yes,Phone,2024-10-24,5291
1527,Support Request,Implemented,No ,Email,2024-10-12,5393
1528,Complaint,Pending,Yes,Chat,2024-10-28,666
1529,Support Request,Implemented,Yes,Chat,2024-10-25,7334
1530,Complaint,Pending,Yes,Phone,2024-10-13,7965
1531,Feedback,Implemented,No ,Phone,2024-10-19,3854
1532,Complaint,Resolved,No ,Phone,2024-10-13,5433
1533,Feedback,Implemented,Yes,Chat,2024-10-17,5761
1534,Complaint,Pending,Yes,Phone,2024-10-25,3906
1535,Support Request,Resolved,Yes,Phone,2024-10-12,1444
1536,Feedback,Pending,Yes,Chat,2024-10-04,7054
1537,Complaint,Pending,No ,Phone,2024-10-25,10073
1538,Feedback,Pending,Yes,Phone,2024-10-23,7315
1539,Support Request,Unresolved,Yes,Phone,2024-10-04,5887
1540,Support Request,Implemented,No ,Phone,2024-10-21,4044
1541,Feedback,Resolved,Yes,Email,2024-11-02,2979
1542,Complaint,Pending,Yes,Chat,2024-10-28,5216
1543,Support Request,Unresolved,Yes,Email,2024-10-11,8037
1544,Support Request,Unresolved,No ,Email,2024-10-16,832
1545,Support Request,Unresolved,No ,Email,2024-10-31,4883
1546,Support Request,Unresolved,Yes,Phone,2024-10-25,8227
1547,Support Request,Resolved,Yes,Chat,2024-10-18,6391
1548,Support Request,Resolved,No ,Email,2024-10-06,1024
1549,Complaint,Unresolved,Yes,Phone,2024-10-22,10739
1550,Support Request,Implemented,No ,Chat,2024-10-30,705
1551,Feedback,Implemented,Yes,Phone,2024-10-26,1157
1552,Support Request,Pending,No ,Phone,2024-10-29,10495
1553,Support Request,Pending,No ,Chat,2024-10-19,9581
1554,Support Request,Unresolved,Yes,Phone,2024-10-10,8483
1555,Complaint,Implemented,Yes,Phone,2024-10-13,9495
1556,Complaint,Resolved,Yes,Chat,2024-10-16,5450
1557,Support Request,Resolved,No ,Chat,2024-10-23,3939
1558,Support Request,Resolved,Yes,Chat,2024-10-16,2910
1559,Complaint,Resolved,No ,Chat,2024-10-19,281
1560,Feedback,Unresolved,Yes,Email,2024-10-06,9741
1561,Complaint,Pending,Yes,Email,2024-10-20,7527
1562,Complaint,Unresolved,No ,Phone,2024-10-07,3983
1563,Complaint,Resolved,No ,Email,2024-10-26,1577
1564,Complaint,Implemented,Yes,Chat,2024-10-27,4208
1565,Complaint,Pending,No ,Chat,2024-10-29,4462
1566,Support Request,Implemented,Yes,Email,2024-10-13,2934
1567,Support Request,Pending,Yes,Chat,2024-10-10,2671
1568,Complaint,Implemented,Yes,Email,2024-10-13,7942
1569,Support Request,Resolved,Yes,Email,2024-10-30,9396
1570,Complaint,Unresolved,Yes,Phone,2024-10-05,9890
1571,Feedback,Resolved,Yes,Chat,2024-10-25,10162
1572,Support Request,Implemented,Yes,Chat,2024-11-01,3590
1573,Complaint,Implemented,Yes,Phone,2024-10-08,3504
1574,Support Request,Pending,No ,Phone,2024-10-31,3377
1575,Feedback,Resolved,No ,Chat,2024-10-16,2965
1576,Feedback,Resolved,Yes,Phone,2024-11-02,2076
1577,Feedback,Implemented,Yes,Phone,2024-10-17,6540
1578,Feedback,Implemented,No ,Email,2024-10-07,9903
1579,Support Request,Pending,No ,Phone,2024-10-09,10305
1580,Support Request,Unresolved,No ,Email,2024-11-02,10543
1581,Support Request,Resolved,Yes,Email,2024-10-24,7707
1582,Support Request,Pending,Yes,Chat,2024-10-10,2907
1583,Feedback,Unresolved,No ,Chat,2024-10-10,4422
1584,Feedback,Implemented,No ,Email,2024-10-16,8359
1585,Complaint,Implemented,No ,Email,2024-10-18,1995
1586,Support Request,Pending,No ,Phone,2024-10-16,10878
1587,Complaint,Pending,Yes,Chat,2024-11-01,3073
1588,Complaint,Pending,No ,Phone,2024-10-25,10373
1589,Feedback,Resolved,Yes,Email,2024-10-30,5911
1590,Complaint,Unresolved,No ,Chat,2024-10-28,400
1591,Feedback,Unresolved,No ,Chat,2024-10-17,10392
1592,Feedback,Implemented,Yes,Chat,2024-10-25,6432
1593,Feedback,Pending,Yes,Phone,2024-10-06,2633
1594,Feedback,Unresolved,Yes,Email,2024-10-23,9760
1595,Support Request,Unresolved,Yes,Email,2024-10-19,986
1596,Feedback,Pending,No ,Email,2024-10-06,6784
1597,Feedback,Resolved,Yes,Email,2024-10-29,5098
1598,Feedback,Unresolved,Yes,Chat,2024-10-26,9747
1599,Feedback,Implemented,No ,Email,2024-10-27,9883
1600,Support Request,Implemented,Yes,Chat,2024-10-10,5590
1601,Complaint,Pending,No ,Email,2024-10-19,2830
1602,Support Request,Resolved,Yes,Email,2024-10-04,3658
1603,Support Request,Resolved,No ,Chat,2024-10-05,4993
1604,Feedback,Pending,No ,Email,2024-10-29,4522
1605,Complaint,Pending,No ,Email,2024-10-27,5552
1606,Feedback,Resolved,Yes,Chat,2024-10-22,9933
1607,Feedback,Pending,No ,Phone,2024-10-14,5587
1608,Complaint,Pending,No ,Chat,2024-10-28,6021
1609,Feedback,Unresolved,Yes,Chat,2024-10-13,8854
1610,Feedback,Implemented,No ,Chat,2024-10-14,10680
1611,Complaint,Pending,Yes,Email,2024-11-02,303
1612,Feedback,Pending,No ,Chat,2024-10-06,6070
1613,Support Request,Pending,Yes,Phone,2024-10-18,5832
1614,Complaint,Resolved,No ,Chat,2024-10-23,7230
1615,Support Request,Pending,Yes,Email,2024-10-22,7813
1616,Complaint,Implemented,Yes,Phone,2024-10-22,6714
1617,Support Request,Unresolved,No ,Email,2024-10-18,5225
1618,Support Request,Implemented,Yes,Phone,2024-10-23,10056
1619,Support Request,Unresolved,Yes,Phone,2024-10-06,5457
1620,Complaint,Resolved,No ,Chat,2024-10-17,9684
1621,Feedback,Unresolved,No ,Email,2024-11-01,6965
1622,Complaint,Implemented,Yes,Email,2024-10-17,9616
1623,Support Request,Pending,No ,Chat,2024-10-31,7031
1624,Feedback,Unresolved,Yes,Phone,2024-10-27,4359
1625,Support Request,Resolved,No ,Chat,2024-10-09,6445
1626,Support Request,Unresolved,Yes,Chat,2024-10-09,7454
1627,Feedback,Unresolved,No ,Chat,2024-10-14,8243
1628,Support Request,Unresolved,Yes,Phone,2024-10-09,10390
1629,Support Request,Unresolved,Yes,Chat,2024-10-16,6691
1630,Complaint,Resolved,Yes,Email,2024-10-27,10711
1631,Feedback,Pending,Yes,Chat,2024-10-06,10101
1632,Support Request,Unresolved,Yes,Phone,2024-10-21,9966
1633,Feedback,Resolved,Yes,Chat,2024-10-20,2324
1634,Complaint,Resolved,Yes,Chat,2024-10-07,5605
1635,Complaint,Pending,No ,Email,2024-10-16,3774
1636,Support Request,Resolved,Yes,Chat,2024-10-24,5991
1637,Support Request,Pending,No ,Email,2024-10-21,2882
1638,Complaint,Unresolved,Yes,Phone,2024-10-06,9097
1639,Support Request,Resolved,Yes,Chat,2024-10-09,3387
1640,Complaint,Resolved,Yes,Chat,2024-10-15,849
1641,Complaint,Unresolved,No ,Email,2024-10-11,9873
1642,Complaint,Resolved,No ,Email,2024-10-11,2401
1643,Feedback,Unresolved,No ,Chat,2024-10-10,10481
1644,Support Request,Unresolved,Yes,Chat,2024-10-26,10156
1645,Complaint,Implemented,Yes,Phone,2024-10-21,28
1646,Feedback,Resolved,Yes,Phone,2024-10-29,10191
1647,Support Request,Unresolved,No ,Email,2024-10-13,10575
1648,Complaint,Pending,No ,Email,2024-10-25,8547
1649,Complaint,Resolved,Yes,Email,2024-10-07,6190
1650,Feedback,Unresolved,Yes,Chat,2024-10-06,10584
1651,Support Request,Unresolved,No ,Email,2024-10-23,6261
1652,Feedback,Unresolved,No ,Chat,2024-10-04,6594
1653,Support Request,Unresolved,Yes,Phone,2024-10-07,8288
1654,Complaint,Implemented,No ,Phone,2024-10-24,4795
1655,Complaint,Implemented,No ,Phone,2024-10-06,9429
1656,Feedback,Unresolved,Yes,Phone,2024-10-25,9405
1657,Complaint,Unresolved,Yes,Phone,2024-10-05,1633
1658,Complaint,Implemented,No ,Phone,2024-11-01,445
1659,Complaint,Unresolved,Yes,Email,2024-10-22,7461
1660,Complaint,Implemented,No ,Phone,2024-10-21,8868
1661,Feedback,Implemented,Yes,Email,2024-10-10,2413
1662,Feedback,Unresolved,No ,Chat,2024-10-30,663
1663,Feedback,Implemented,No ,Phone,2024-10-06,3337
1664,Complaint,Implemented,No ,Chat,2024-10-28,4792
1665,Support Request,Pending,No ,Phone,2024-11-02,7907
1666,Feedback,Resolved,Yes,Phone,2024-10-28,2946
1667,Feedback,Implemented,No ,Phone,2024-10-29,10925
1668,Feedback,Pending,Yes,Email,2024-10-07,4009
1669,Feedback,Resolved,No ,Chat,2024-10-16,7450
1670,Support Request,Implemented,No ,Chat,2024-10-26,8185
1671,Feedback,Unresolved,No ,Phone,2024-11-02,9514
1672,Complaint,Unresolved,Yes,Phone,2024-10-24,10439
1673,Support Request,Implemented,No ,Phone,2024-10-22,2735
1674,Complaint,Resolved,Yes,Chat,2024-10-27,916
1675,Support Request,Unresolved,Yes,Chat,2024-10-09,4880
1676,Support Request,Implemented,No ,Email,2024-10-31,6328
1677,Support Request,Pending,Yes,Phone,2024-10-22,5210
1678,Complaint,Pending,No ,Chat,2024-10-27,10488
1679,Support Request,Implemented,Yes,Email,2024-10-28,6672
1680,Feedback,Resolved,No ,Chat,2024-10-29,7987
1681,Feedback,Unresolved,No ,Chat,2024-10-10,9087
1682,Complaint,Resolved,No ,Chat,2024-10-09,1261
1683,Support Request,Unresolved,Yes,Phone,2024-10-11,6389
1684,Support Request,Unresolved,No ,Chat,2024-10-30,7122
1685,Feedback,Unresolved,No ,Phone,2024-10-18,4064
1686,Support Request,Implemented,No ,Chat,2024-11-01,8112
1687,Feedback,Pending,No ,Phone,2024-10-14,8369
1688,Feedback,Pending,No ,Chat,2024-10-18,2564
1689,Support Request,Implemented,No ,Phone,2024-10-21,3632
1690,Support Request,Pending,Yes,Chat,2024-10-13,8282
1691,Feedback,Unresolved,Yes,Email,2024-10-04,8590
1692,Complaint,Resolved,No ,Chat,2024-10-15,748
1693,Support Request,Pending,No ,Chat,2024-10-04,3011
1694,Feedback,Unresolved,Yes,Chat,2024-10-17,8120
1695,Support Request,Resolved,No ,Email,2024-10-26,7778
1696,Complaint,Pending,No ,Chat,2024-10-11,9632
1697,Complaint,Unresolved,No ,Chat,2024-10-24,4262
1698,Complaint,Pending,Yes,Email,2024-10-09,5002
1699,Feedback,Resolved,Yes,Email,2024-11-02,1535
1700,Complaint,Implemented,Yes,Chat,2024-10-13,2318
1701,Feedback,Resolved,No ,Chat,2024-10-08,8352
1702,Feedback,Pending,Yes,Email,2024-11-02,5090
1703,Support Request,Resolved,Yes,Phone,2024-10-05,8159
1704,Support Request,Resolved,No ,Email,2024-10-31,9983
1705,Complaint,Resolved,No ,Email,2024-10-12,9164
1706,Complaint,Resolved,No ,Chat,2024-10-17,7979
1707,Feedback,Pending,No ,Chat,2024-10-17,6951
1708,Complaint,Pending,No ,Email,2024-10-04,5531
1709,Support Request,Resolved,No ,Email,2024-10-16,7722
1710,Feedback,Implemented,Yes,Phone,2024-11-02,2269
1711,Support Request,Pending,Yes,Chat,2024-10-06,3220
1712,Feedback,Unresolved,No ,Phone,2024-10-24,10269
1713,Support Request,Implemented,Yes,Chat,2024-10-13,3640
